Character,Vehicle,Tire,Glider,Speed_Avg,Speed_Min,Accel,Weight,Handling_Avg,Handling_Min,Traction,M-turbo,Invincib
Peach = Daisy = Yoshi = Birdo = Peachette,300 SL Roadster,Slim = Wood = Crimson Slim,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.9375,3.5,3.25,3.25,3.8125,3.5,2.5,4.0,3.5
Peach = Daisy = Yoshi = Birdo = Peachette,300 SL Roadster,Slim = Wood = Crimson Slim,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.8125,3.5,3.5,3.0,3.875,3.5,2.5,4.25,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,300 SL Roadster,Slick = Cyber Slick,Super Glider = Waddle Wing = Hylian Kite,3.75,3.25,3.0,3.25,3.1875,2.5,2.5,3.75,3.5
Peach = Daisy = Yoshi = Birdo = Peachette,300 SL Roadster,Slick = Cyber Slick,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.6875,3.25,3.25,3.0,3.3,2.5,2.5,4.0,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,300 SL Roadster,Slick = Cyber Slick,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.75,3.0,3.0,3.5,3.1875,2.75,2.25,3.75,3.5
Peach = Daisy = Yoshi = Birdo = Peachette,300 SL Roadster,Slick = Cyber Slick,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.625,3.0,3.25,3.25,3.25,2.75,2.25,4.0,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,300 SL Roadster,Metal,Super Glider = Waddle Wing = Hylian Kite,3.875,3.25,2.75,3.5,3.1875,3.0,3.0,3.75,3.75
Peach = Daisy = Yoshi = Birdo = Peachette,300 SL Roadster,Metal,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.8125,3.5,3.0,3.25,3.25,3.0,3.0,4.0,3.5
Peach = Daisy = Yoshi = Birdo = Peachette,300 SL Roadster,Metal,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.875,3.5,2.75,3.75,3.1875,3.0,2.75,3.75,3.75
Peach = Daisy = Yoshi = Birdo = Peachette,300 SL Roadster,Metal,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.75,3.5,3.0,3.5,3.25,3.0,2.75,4.0,3.5
Peach = Daisy = Yoshi = Birdo = Peachette,300 SL Roadster,Gold Tires,Super Glider = Waddle Wing = Hylian Kite,3.875,3.25,2.75,3.5,3.1875,3.0,3.0,3.75,3.5
Peach = Daisy = Yoshi = Birdo = Peachette,300 SL Roadster,Gold Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.8125,3.5,3.0,3.25,3.25,3.0,3.0,4.0,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,300 SL Roadster,Gold Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.875,3.5,2.75,3.75,3.1875,3.0,2.75,3.75,3.5
Peach = Daisy = Yoshi = Birdo = Peachette,300 SL Roadster,Gold Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.75,3.5,3.0,3.5,3.25,3.0,2.75,4.0,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,300 SL Roadster,Button = Leaf Tires,Super Glider = Waddle Wing = Hylian Kite,3.6875,3.5,4.0,2.5,3.625,3.25,3.25,4.5,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,300 SL Roadster,Button = Leaf Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.63,3.25,4.25,2.25,3.6875,3.25,3.25,4.75,2.75
Peach = Daisy = Yoshi = Birdo = Peachette,300 SL Roadster,Button = Leaf Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.6875,3.5,4.0,2.75,3.625,3.5,3.0,4.5,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,300 SL Roadster,Button = Leaf Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.5625,3.25,4.25,2.5,3.6875,3.5,3.0,4.75,2.75
Peach = Daisy = Yoshi = Birdo = Peachette,300 SL Roadster,Off-Road = Retro Off-Road = Triforce Tires,Super Glider = Waddle Wing = Hylian Kite,3.875,3.5,3.5,3.25,3.25,2.75,4.0,4.0,3.75
Peach = Daisy = Yoshi = Birdo = Peachette,300 SL Roadster,Off-Road = Retro Off-Road = Triforce Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.8125,3.5,3.75,3.0,3.3125,2.75,4.0,4.25,3.5
Peach = Daisy = Yoshi = Birdo = Peachette,300 SL Roadster,Off-Road = Retro Off-Road = Triforce Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.875,3.75,3.5,3.5,3.25,3.0,3.75,4.0,3.75
Peach = Daisy = Yoshi = Birdo = Peachette,300 SL Roadster,Off-Road = Retro Off-Road = Triforce Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.75,3.5,3.75,3.25,3.3125,3.0,3.75,4.25,3.5
Peach = Daisy = Yoshi = Birdo = Peachette,300 SL Roadster,Sponge,Super Glider = Waddle Wing = Hylian Kite,3.6875,3.25,3.75,2.75,3.375,2.75,4.0,4.5,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,300 SL Roadster,Sponge,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.625,3.25,4.0,2.5,3.4375,2.75,4.0,4.75,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,300 SL Roadster,Sponge,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.6875,3.25,3.75,3.0,3.375,3.0,3.75,4.5,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,300 SL Roadster,Sponge,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.5625,3.25,4.0,2.75,3.4375,3.0,3.75,4.75,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,300 SL Roadster,Cushion,Super Glider = Waddle Wing = Hylian Kite,3.6875,3.25,3.75,2.75,3.375,2.75,4.0,4.5,3.75
Peach = Daisy = Yoshi = Birdo = Peachette,300 SL Roadster,Cushion,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.625,3.25,4.0,2.5,3.4375,2.75,4.0,4.75,3.5
Peach = Daisy = Yoshi = Birdo = Peachette,300 SL Roadster,Cushion,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.6875,3.25,3.75,3.0,3.375,3.0,3.75,4.5,3.75
Peach = Daisy = Yoshi = Birdo = Peachette,300 SL Roadster,Cushion,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.5625,3.25,4.0,2.75,3.4375,3.0,3.75,4.75,3.5
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Standard = Blue Standard,Super Glider = Waddle Wing = Hylian Kite,3.5625,3.0,4.25,2.75,3.875,3.5,4.0,4.5,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Standard = Blue Standard,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.5,3.25,4.5,2.5,3.9375,3.75,4.0,4.75,2.75
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Standard = Blue Standard,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.5625,3.25,4.25,3.0,3.875,3.5,3.75,4.5,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Standard = Blue Standard,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.4375,3.25,4.5,2.75,3.9375,3.75,3.75,4.75,2.75
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,GLA Tires,Super Glider = Waddle Wing = Hylian Kite,3.5625,3.0,4.25,2.75,3.875,3.5,4.0,4.5,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,GLA Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.5,3.25,4.5,2.5,3.9375,3.75,4.0,4.75,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,GLA Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.5625,3.25,4.25,3.0,3.875,3.5,3.75,4.5,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,GLA Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.4375,3.25,4.5,2.75,3.9375,3.75,3.75,4.75,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Monster = Hot Monster,Super Glider = Waddle Wing = Hylian Kite,3.4375,3.0,3.75,3.25,3.25,3.0,4.5,4.25,3.5
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Monster = Hot Monster,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.375,3.0,4.0,3.0,3.3125,3.25,4.5,4.5,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Monster = Hot Monster,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.4375,3.25,3.75,3.5,3.3,3.0,4.25,4.25,3.5
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Monster = Hot Monster,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.3125,3.0,4.0,3.25,3.3125,3.0,4.25,4.5,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Ancient Tires,Super Glider = Waddle Wing = Hylian Kite,3.4375,3.0,3.75,3.25,3.25,3.0,4.5,4.25,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Ancient Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.375,3.0,4.0,3.0,3.3125,3.25,4.5,4.5,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Ancient Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.4375,3.25,3.75,3.5,3.3,3.0,4.25,4.25,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Ancient Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.3125,3.0,4.0,3.25,3.3125,3.0,4.25,4.5,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Roller = Azure Roller,Super Glider = Waddle Wing = Hylian Kite,3.3125,2.5,4.75,2.25,4.125,3.75,3.75,5.0,2.0
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Roller = Azure Roller,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.25,2.75,5.0,2.0,4.1875,4.0,3.75,5.25,1.75
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Roller = Azure Roller,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.3125,2.75,4.75,2.5,4.125,3.75,3.5,5.0,2.0
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Roller = Azure Roller,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.1875,2.75,5.0,2.25,4.1875,4.0,3.5,5.25,1.75
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Slim = Wood = Crimson Slim,Super Glider = Waddle Wing = Hylian Kite,3.625,3.5,3.75,2.75,4.0625,3.75,3.0,4.25,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Slim = Wood = Crimson Slim,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.5625,3.25,4.0,2.5,4.1,4.0,3.0,4.5,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Slim = Wood = Crimson Slim,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.625,3.5,3.75,3.0,4.0625,3.75,2.75,4.25,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Slim = Wood = Crimson Slim,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.5,3.25,4.0,2.75,4.125,3.75,2.75,4.5,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Slick = Cyber Slick,Super Glider = Waddle Wing = Hylian Kite,3.4375,3.0,3.5,3.0,3.4375,3.0,2.75,4.0,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Slick = Cyber Slick,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.38,2.75,3.75,2.75,3.5,3.0,2.75,4.25,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Slick = Cyber Slick,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.4375,3.0,3.5,3.25,3.4375,3.0,2.5,4.0,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Slick = Cyber Slick,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.3125,2.75,3.75,3.0,3.5,3.25,2.5,4.25,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Metal,Super Glider = Waddle Wing = Hylian Kite,3.5625,2.75,3.25,3.25,3.4375,2.75,3.25,4.0,3.5
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Metal,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.5,3.0,3.5,3.0,3.5,3.0,3.25,4.25,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Metal,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.5625,3.0,3.25,3.5,3.4375,2.75,3.0,4.0,3.5
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Metal,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.4375,3.0,3.5,3.25,3.5,3.0,3.0,4.25,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Gold Tires,Super Glider = Waddle Wing = Hylian Kite,3.5625,2.75,3.25,3.25,3.4375,2.75,3.25,4.0,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Gold Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.5,3.0,3.5,3.0,3.5,3.0,3.25,4.25,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Gold Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.5625,3.0,3.25,3.5,3.4375,2.75,3.0,4.0,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Gold Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.4375,3.0,3.5,3.25,3.5,3.0,3.0,4.25,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Button = Leaf Tires,Super Glider = Waddle Wing = Hylian Kite,3.375,3.0,4.5,2.25,3.88,3.25,3.5,4.75,2.75
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Button = Leaf Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.3125,3.0,4.75,2.0,3.9375,3.5,3.5,5.0,2.5
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Button = Leaf Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.375,3.25,4.5,2.5,3.875,3.25,3.25,4.75,2.75
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Button = Leaf Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.25,3.0,4.75,2.25,3.9375,3.5,3.25,5.0,2.5
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Off-Road = Retro Off-Road = Triforce Tires,Super Glider = Waddle Wing = Hylian Kite,3.5625,3.0,4.0,3.0,3.50,3.25,4.25,4.25,3.5
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Off-Road = Retro Off-Road = Triforce Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.5,3.0,4.25,2.75,3.5625,3.25,4.25,4.5,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Off-Road = Retro Off-Road = Triforce Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.5625,3.25,4.0,3.25,3.5,3.25,4.0,4.25,3.5
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Off-Road = Retro Off-Road = Triforce Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.4375,3.0,4.25,3.0,3.5625,3.5,4.0,4.5,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Sponge,Super Glider = Waddle Wing = Hylian Kite,3.375,2.75,4.25,2.5,3.625,3.25,4.25,4.75,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Sponge,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.3125,3.0,4.5,2.25,3.6875,3.25,4.25,5.0,2.75
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Sponge,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.375,3.0,4.25,2.75,3.6,3.5,4.0,4.75,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Sponge,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.25,3.0,4.5,2.5,3.6875,3.5,4.0,5.0,2.75
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Cushion,Super Glider = Waddle Wing = Hylian Kite,3.375,2.75,4.25,2.5,3.625,3.25,4.25,4.75,3.5
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Cushion,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.3125,3.0,4.5,2.25,3.6875,3.25,4.25,5.0,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Cushion,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.375,3.0,4.25,2.75,3.6,3.5,4.0,4.75,3.5
Peach = Daisy = Yoshi = Birdo = Peachette,Pipe Frame,Cushion,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.25,3.0,4.5,2.5,3.6875,3.5,4.0,5.0,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Standard = Blue Standard,Super Glider = Waddle Wing = Hylian Kite,3.5625,3.0,4.25,2.75,3.875,3.5,4.0,4.5,2.75
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Standard = Blue Standard,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.5,3.25,4.5,2.5,3.9375,3.75,4.0,4.75,2.5
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Standard = Blue Standard,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.5625,3.25,4.25,3.0,3.875,3.5,3.75,4.5,2.75
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Standard = Blue Standard,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.4375,3.25,4.5,2.75,3.9375,3.75,3.75,4.75,2.5
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,GLA Tires,Super Glider = Waddle Wing = Hylian Kite,3.5625,3.0,4.25,2.75,3.875,3.5,4.0,4.5,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,GLA Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.5,3.25,4.5,2.5,3.9375,3.75,4.0,4.75,2.75
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,GLA Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.5625,3.25,4.25,3.0,3.875,3.5,3.75,4.5,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,GLA Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.4375,3.25,4.5,2.75,3.9375,3.75,3.75,4.75,2.75
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Monster = Hot Monster,Super Glider = Waddle Wing = Hylian Kite,3.4375,3.0,3.75,3.25,3.25,3.0,4.5,4.25,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Monster = Hot Monster,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.375,3.0,4.0,3.0,3.3125,3.25,4.5,4.5,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Monster = Hot Monster,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.4375,3.25,3.75,3.5,3.3,3.0,4.25,4.25,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Monster = Hot Monster,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.3125,3.0,4.0,3.25,3.3125,3.0,4.25,4.5,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Ancient Tires,Super Glider = Waddle Wing = Hylian Kite,3.4375,3.0,3.75,3.25,3.25,3.0,4.5,4.25,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Ancient Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.375,3.0,4.0,3.0,3.3125,3.25,4.5,4.5,2.75
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Ancient Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.4375,3.25,3.75,3.5,3.3,3.0,4.25,4.25,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Ancient Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.3125,3.0,4.0,3.25,3.3125,3.0,4.25,4.5,2.75
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Roller = Azure Roller,Super Glider = Waddle Wing = Hylian Kite,3.3125,2.5,4.75,2.25,4.125,3.75,3.75,5.0,1.75
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Roller = Azure Roller,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.25,2.75,5.0,2.0,4.1875,4.0,3.75,5.25,1.5
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Roller = Azure Roller,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.3125,2.75,4.75,2.5,4.125,3.75,3.5,5.0,1.75
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Roller = Azure Roller,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.1875,2.75,5.0,2.25,4.1875,4.0,3.5,5.25,1.5
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Slim = Wood = Crimson Slim,Super Glider = Waddle Wing = Hylian Kite,3.625,3.5,3.75,2.75,4.0625,3.75,3.0,4.25,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Slim = Wood = Crimson Slim,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.5625,3.25,4.0,2.5,4.1,4.0,3.0,4.5,2.75
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Slim = Wood = Crimson Slim,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.625,3.5,3.75,3.0,4.0625,3.75,2.75,4.25,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Slim = Wood = Crimson Slim,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.5,3.25,4.0,2.75,4.125,3.75,2.75,4.5,2.75
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Slick = Cyber Slick,Super Glider = Waddle Wing = Hylian Kite,3.4375,3.0,3.5,3.0,3.4375,3.0,2.75,4.0,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Slick = Cyber Slick,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.38,2.75,3.75,2.75,3.5,3.0,2.75,4.25,2.75
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Slick = Cyber Slick,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.4375,3.0,3.5,3.25,3.4375,3.0,2.5,4.0,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Slick = Cyber Slick,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.3125,2.75,3.75,3.0,3.5,3.25,2.5,4.25,2.75
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Metal,Super Glider = Waddle Wing = Hylian Kite,3.5625,2.75,3.25,3.25,3.4375,2.75,3.25,4.0,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Metal,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.5,3.0,3.5,3.0,3.5,3.0,3.25,4.25,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Metal,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.5625,3.0,3.25,3.5,3.4375,2.75,3.0,4.0,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Metal,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.4375,3.0,3.5,3.25,3.5,3.0,3.0,4.25,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Gold Tires,Super Glider = Waddle Wing = Hylian Kite,3.5625,2.75,3.25,3.25,3.4375,2.75,3.25,4.0,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Gold Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.5,3.0,3.5,3.0,3.5,3.0,3.25,4.25,2.75
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Gold Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.5625,3.0,3.25,3.5,3.4375,2.75,3.0,4.0,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Gold Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.4375,3.0,3.5,3.25,3.5,3.0,3.0,4.25,2.75
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Button = Leaf Tires,Super Glider = Waddle Wing = Hylian Kite,3.375,3.0,4.5,2.25,3.88,3.25,3.5,4.75,2.5
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Button = Leaf Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.3125,3.0,4.75,2.0,3.9375,3.5,3.5,5.0,2.25
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Button = Leaf Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.375,3.25,4.5,2.5,3.875,3.25,3.25,4.75,2.5
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Button = Leaf Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.25,3.0,4.75,2.25,3.9375,3.5,3.25,5.0,2.25
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Off-Road = Retro Off-Road = Triforce Tires,Super Glider = Waddle Wing = Hylian Kite,3.5625,3.0,4.0,3.0,3.50,3.25,4.25,4.25,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Off-Road = Retro Off-Road = Triforce Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.5,3.0,4.25,2.75,3.5625,3.25,4.25,4.5,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Off-Road = Retro Off-Road = Triforce Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.5625,3.25,4.0,3.25,3.5,3.25,4.0,4.25,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Off-Road = Retro Off-Road = Triforce Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.4375,3.0,4.25,3.0,3.5625,3.5,4.0,4.5,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Sponge,Super Glider = Waddle Wing = Hylian Kite,3.375,2.75,4.25,2.5,3.625,3.25,4.25,4.75,2.75
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Sponge,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.3125,3.0,4.5,2.25,3.6875,3.25,4.25,5.0,2.5
